document_id,filename,section,rule_id,risk_name,severity,clause_text,review_note
CON-18,contract_18.pdf,제6조 자동갱신,R004,자동갱신,medium,계약 만료 90일 전 서면 해지 통보가 없으면 동일 조건으로 2년 자동 연장된다.,계약서 검토 시 위험 여부와 근거를 확인
CON-18,contract_18.pdf,제7조 개인정보재위탁,R007,개인정보재위탁,high,수탁자는 별도 승인 없이 개인정보 처리 업무를 제3자에게 재위탁할 수 있다.,계약서 검토 시 위험 여부와 근거를 확인
CON-18,contract_18.pdf,제8조 해지절차,N002,해지절차,low,중대한 계약 위반이 발생한 경우 상대방에게 30일의 시정기간을 부여한 후 해지할 수 있다.,계약서 검토 시 위험 여부와 근거를 확인
CON-18,contract_18.pdf,제9조 기존IP보호,N006,기존IP보호,low,각 당사자가 계약 체결 전 보유한 지식재산권은 원 소유자에게 귀속된다.,계약서 검토 시 위험 여부와 근거를 확인
CON-18,contract_18.pdf,제10조 재위탁승인,N004,재위탁승인,low,개인정보 처리업무를 재위탁하려는 경우 사전에 발주자의 서면 승인을 받아야 한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-19,contract_19.pdf,제4조 데이터영구보관,R011,데이터영구보관,high,계약 종료 후에도 고객 데이터를 기간 제한 없이 보관하고 서비스 개선에 활용할 수 있다.,계약서 검토 시 위험 여부와 근거를 확인
CON-19,contract_19.pdf,제5조 자동갱신,R004,자동갱신,medium,계약 만료 90일 전 서면 해지 통보가 없으면 동일 조건으로 2년 자동 연장된다.,계약서 검토 시 위험 여부와 근거를 확인
CON-19,contract_19.pdf,제6조 과도한경업금지,R005,과도한경업금지,high,계약 종료 후 5년간 국내외에서 유사한 사업을 영위하거나 관련 업체에 서비스를 제공할 수 없다.,계약서 검토 시 위험 여부와 근거를 확인
CON-19,contract_19.pdf,제7조 지급기한,N003,지급기한,low,검수 완료 및 세금계산서 수령 후 30일 이내에 대금을 지급한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-19,contract_19.pdf,제8조 책임상한,N001,책임상한,low,"당사자의 손해배상 책임은 최근 12개월간 지급된 계약대금 총액을 한도로 한다. 단, 고의 또는 중대한 과실은 제외한다.",계약서 검토 시 위험 여부와 근거를 확인
CON-19,contract_19.pdf,제9조 기존IP보호,N006,기존IP보호,low,각 당사자가 계약 체결 전 보유한 지식재산권은 원 소유자에게 귀속된다.,계약서 검토 시 위험 여부와 근거를 확인
CON-20,contract_20.pdf,제4조 준거법불리,R012,준거법불리,medium,모든 분쟁은 공급자의 소재지와 무관하게 해외 특정 지역의 전속관할로 한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-20,contract_20.pdf,제5조 책임무제한,R001,책임무제한,high,공급자는 어떠한 사유로 발생한 모든 손해에 대하여 금액의 제한 없이 배상한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-20,contract_20.pdf,제6조 과도한지체상금,R003,과도한지체상금,high,납기 지연 시 지연 1일마다 총 계약금액의 3%를 지체상금으로 지급한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-20,contract_20.pdf,제7조 데이터영구보관,R011,데이터영구보관,high,계약 종료 후에도 고객 데이터를 기간 제한 없이 보관하고 서비스 개선에 활용할 수 있다.,계약서 검토 시 위험 여부와 근거를 확인
CON-20,contract_20.pdf,제8조 지급기한,N003,지급기한,low,검수 완료 및 세금계산서 수령 후 30일 이내에 대금을 지급한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-20,contract_20.pdf,제9조 보안통지,N005,보안통지,low,보안사고를 인지한 경우 24시간 이내에 상대방에게 통지하고 대응 현황을 공유한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-20,contract_20.pdf,제10조 해지절차,N002,해지절차,low,중대한 계약 위반이 발생한 경우 상대방에게 30일의 시정기간을 부여한 후 해지할 수 있다.,계약서 검토 시 위험 여부와 근거를 확인
CON-21,contract_21.pdf,제4조 일방해지,R002,일방해지,high,발주자는 사유를 밝히지 않고 언제든지 즉시 계약을 해지할 수 있으며 공급자는 이의를 제기할 수 없다.,계약서 검토 시 위험 여부와 근거를 확인
CON-21,contract_21.pdf,제5조 과도한지체상금,R003,과도한지체상금,high,납기 지연 시 지연 1일마다 총 계약금액의 3%를 지체상금으로 지급한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-21,contract_21.pdf,제6조 데이터영구보관,R011,데이터영구보관,high,계약 종료 후에도 고객 데이터를 기간 제한 없이 보관하고 서비스 개선에 활용할 수 있다.,계약서 검토 시 위험 여부와 근거를 확인
CON-21,contract_21.pdf,제7조 지식재산전면양도,R006,지식재산전면양도,high,계약 수행 중 사용된 기존 기술을 포함한 모든 지식재산권은 발주자에게 무상으로 이전된다.,계약서 검토 시 위험 여부와 근거를 확인
CON-21,contract_21.pdf,제8조 지급기한장기,R009,지급기한장기,medium,검수 완료일로부터 120일 이내에 대금을 지급한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-21,contract_21.pdf,제9조 보안통지,N005,보안통지,low,보안사고를 인지한 경우 24시간 이내에 상대방에게 통지하고 대응 현황을 공유한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-21,contract_21.pdf,제10조 책임상한,N001,책임상한,low,"당사자의 손해배상 책임은 최근 12개월간 지급된 계약대금 총액을 한도로 한다. 단, 고의 또는 중대한 과실은 제외한다.",계약서 검토 시 위험 여부와 근거를 확인
CON-21,contract_21.pdf,제11조 해지절차,N002,해지절차,low,중대한 계약 위반이 발생한 경우 상대방에게 30일의 시정기간을 부여한 후 해지할 수 있다.,계약서 검토 시 위험 여부와 근거를 확인
CON-22,contract_22.pdf,제4조 과도한지체상금,R003,과도한지체상금,high,납기 지연 시 지연 1일마다 총 계약금액의 3%를 지체상금으로 지급한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-22,contract_22.pdf,제5조 일방해지,R002,일방해지,high,발주자는 사유를 밝히지 않고 언제든지 즉시 계약을 해지할 수 있으며 공급자는 이의를 제기할 수 없다.,계약서 검토 시 위험 여부와 근거를 확인
CON-22,contract_22.pdf,제6조 준거법불리,R012,준거법불리,medium,모든 분쟁은 공급자의 소재지와 무관하게 해외 특정 지역의 전속관할로 한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-22,contract_22.pdf,제7조 개인정보재위탁,R007,개인정보재위탁,high,수탁자는 별도 승인 없이 개인정보 처리 업무를 제3자에게 재위탁할 수 있다.,계약서 검토 시 위험 여부와 근거를 확인
CON-22,contract_22.pdf,제8조 지식재산전면양도,R006,지식재산전면양도,high,계약 수행 중 사용된 기존 기술을 포함한 모든 지식재산권은 발주자에게 무상으로 이전된다.,계약서 검토 시 위험 여부와 근거를 확인
CON-22,contract_22.pdf,제9조 지급기한장기,R009,지급기한장기,medium,검수 완료일로부터 120일 이내에 대금을 지급한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-22,contract_22.pdf,제10조 지급기한,N003,지급기한,low,검수 완료 및 세금계산서 수령 후 30일 이내에 대금을 지급한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-22,contract_22.pdf,제11조 해지절차,N002,해지절차,low,중대한 계약 위반이 발생한 경우 상대방에게 30일의 시정기간을 부여한 후 해지할 수 있다.,계약서 검토 시 위험 여부와 근거를 확인
CON-22,contract_22.pdf,제12조 보안통지,N005,보안통지,low,보안사고를 인지한 경우 24시간 이내에 상대방에게 통지하고 대응 현황을 공유한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-23,contract_23.pdf,제4조 보안사고통지지연,R008,보안사고통지지연,medium,보안사고 발생 사실은 사고 인지 후 30일 이내에 통지한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-23,contract_23.pdf,제5조 과도한지체상금,R003,과도한지체상금,high,납기 지연 시 지연 1일마다 총 계약금액의 3%를 지체상금으로 지급한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-23,contract_23.pdf,제6조 개인정보재위탁,R007,개인정보재위탁,high,수탁자는 별도 승인 없이 개인정보 처리 업무를 제3자에게 재위탁할 수 있다.,계약서 검토 시 위험 여부와 근거를 확인
CON-23,contract_23.pdf,제7조 과도한경업금지,R005,과도한경업금지,high,계약 종료 후 5년간 국내외에서 유사한 사업을 영위하거나 관련 업체에 서비스를 제공할 수 없다.,계약서 검토 시 위험 여부와 근거를 확인
CON-23,contract_23.pdf,제8조 지식재산전면양도,R006,지식재산전면양도,high,계약 수행 중 사용된 기존 기술을 포함한 모든 지식재산권은 발주자에게 무상으로 이전된다.,계약서 검토 시 위험 여부와 근거를 확인
CON-23,contract_23.pdf,제9조 지급기한,N003,지급기한,low,검수 완료 및 세금계산서 수령 후 30일 이내에 대금을 지급한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-23,contract_23.pdf,제10조 기존IP보호,N006,기존IP보호,low,각 당사자가 계약 체결 전 보유한 지식재산권은 원 소유자에게 귀속된다.,계약서 검토 시 위험 여부와 근거를 확인
CON-23,contract_23.pdf,제11조 재위탁승인,N004,재위탁승인,low,개인정보 처리업무를 재위탁하려는 경우 사전에 발주자의 서면 승인을 받아야 한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-24,contract_24.pdf,제4조 데이터영구보관,R011,데이터영구보관,high,계약 종료 후에도 고객 데이터를 기간 제한 없이 보관하고 서비스 개선에 활용할 수 있다.,계약서 검토 시 위험 여부와 근거를 확인
CON-24,contract_24.pdf,제5조 보안사고통지지연,R008,보안사고통지지연,medium,보안사고 발생 사실은 사고 인지 후 30일 이내에 통지한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-24,contract_24.pdf,제6조 검수기준불명확,R010,검수기준불명확,medium,검수는 발주자의 내부 기준에 따라 진행하며 세부 기준은 별도로 공개하지 않는다.,계약서 검토 시 위험 여부와 근거를 확인
CON-24,contract_24.pdf,제7조 과도한지체상금,R003,과도한지체상금,high,납기 지연 시 지연 1일마다 총 계약금액의 3%를 지체상금으로 지급한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-24,contract_24.pdf,제8조 일방해지,R002,일방해지,high,발주자는 사유를 밝히지 않고 언제든지 즉시 계약을 해지할 수 있으며 공급자는 이의를 제기할 수 없다.,계약서 검토 시 위험 여부와 근거를 확인
CON-24,contract_24.pdf,제9조 지식재산전면양도,R006,지식재산전면양도,high,계약 수행 중 사용된 기존 기술을 포함한 모든 지식재산권은 발주자에게 무상으로 이전된다.,계약서 검토 시 위험 여부와 근거를 확인
CON-24,contract_24.pdf,제10조 보안통지,N005,보안통지,low,보안사고를 인지한 경우 24시간 이내에 상대방에게 통지하고 대응 현황을 공유한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-24,contract_24.pdf,제11조 재위탁승인,N004,재위탁승인,low,개인정보 처리업무를 재위탁하려는 경우 사전에 발주자의 서면 승인을 받아야 한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-24,contract_24.pdf,제12조 지급기한,N003,지급기한,low,검수 완료 및 세금계산서 수령 후 30일 이내에 대금을 지급한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-25,contract_25.pdf,제4조 지급기한장기,R009,지급기한장기,medium,검수 완료일로부터 120일 이내에 대금을 지급한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-25,contract_25.pdf,제5조 일방해지,R002,일방해지,high,발주자는 사유를 밝히지 않고 언제든지 즉시 계약을 해지할 수 있으며 공급자는 이의를 제기할 수 없다.,계약서 검토 시 위험 여부와 근거를 확인
CON-25,contract_25.pdf,제6조 과도한지체상금,R003,과도한지체상금,high,납기 지연 시 지연 1일마다 총 계약금액의 3%를 지체상금으로 지급한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-25,contract_25.pdf,제7조 보안사고통지지연,R008,보안사고통지지연,medium,보안사고 발생 사실은 사고 인지 후 30일 이내에 통지한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-25,contract_25.pdf,제8조 준거법불리,R012,준거법불리,medium,모든 분쟁은 공급자의 소재지와 무관하게 해외 특정 지역의 전속관할로 한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-25,contract_25.pdf,제9조 해지절차,N002,해지절차,low,중대한 계약 위반이 발생한 경우 상대방에게 30일의 시정기간을 부여한 후 해지할 수 있다.,계약서 검토 시 위험 여부와 근거를 확인
CON-25,contract_25.pdf,제10조 재위탁승인,N004,재위탁승인,low,개인정보 처리업무를 재위탁하려는 경우 사전에 발주자의 서면 승인을 받아야 한다.,계약서 검토 시 위험 여부와 근거를 확인
CON-25,contract_25.pdf,제11조 지급기한,N003,지급기한,low,검수 완료 및 세금계산서 수령 후 30일 이내에 대금을 지급한다.,계약서 검토 시 위험 여부와 근거를 확인
